global_id,PERIOD,WORK_NAME,NUM_ENTRANCE,ElevatorNumber,PLAN_DATE_START,PLAN_DATE_END,FACT_DATE_START,FACT_DATE_END,AdmArea,District,Address,UNOM
348629,2022,ремонт крыши,,,11.05.2022,31.08.2022,19.05.2022,11.11.2022,Восточный административный округ,район Восточное Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточное Измайлово, 15-я Парковая улица, дом 26, корпус 4",18910
348626,2022,ремонт внутридомовых инженерных систем теплоснабжения (разводящие магистрали),,,21.04.2022,10.07.2022,28.03.2022,22.08.2022,Восточный административный округ,район Восточное Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточное Измайлово, 15-я Парковая улица, дом 26, корпус 4",18910
348628,2022,"ремонт подъездов, направленный на восстановление их надлежащего состояния и проводимый при выполнении иных работ по капитальному ремонту общего имущества в многоквартирном доме",,,21.05.2022,31.10.2022,20.05.2022,19.12.2022,Восточный административный округ,район Восточное Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточное Измайлово, 15-я Парковая улица, дом 26, корпус 4",18910
348625,2022,ремонт внутридомовых инженерных систем горячего водоснабжения (разводящие магистрали),,,21.02.2022,20.06.2022,10.01.2022,09.06.2022,Восточный административный округ,район Восточное Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточное Измайлово, 15-я Парковая улица, дом 26, корпус 4",18910
430562,2022,ремонт мусоропровода,,,21.02.2022,20.06.2022,10.03.2022,22.06.2022,Восточный административный округ,район Восточное Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточное Измайлово, 15-я Парковая улица, дом 26, корпус 4",18910
430560,2022,ремонт внутридомовых инженерных систем электроснабжения,,,21.02.2022,20.06.2022,25.02.2022,28.11.2022,Восточный административный округ,район Восточное Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточное Измайлово, 15-я Парковая улица, дом 26, корпус 4",18910
430561,2022,ремонт внутридомовых инженерных систем водоотведения (канализации) (выпуски и сборные трубопроводы),,,21.02.2022,20.06.2022,11.02.2022,22.06.2022,Восточный административный округ,район Восточное Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточное Измайлово, 15-я Парковая улица, дом 26, корпус 4",18910
394614,2022,ремонт внутридомовых инженерных систем теплоснабжения (разводящие магистрали),,,21.04.2022,10.07.2022,17.05.2022,03.08.2022,Восточный административный округ,район Восточное Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточное Измайлово, Средняя Первомайская улица, дом 36",19314
394603,2022,ремонт фасадов,,,01.04.2022,31.08.2022,22.04.2022,07.11.2022,Восточный административный округ,район Восточное Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточное Измайлово, Средняя Первомайская улица, дом 36",19314
394604,2022,ремонт крыши,,,11.05.2022,31.08.2022,19.05.2022,22.08.2022,Восточный административный округ,район Восточное Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточное Измайлово, Средняя Первомайская улица, дом 36",19314
394605,2022,ремонт внутридомовых инженерных систем холодного водоснабжения (стояки),,,21.04.2022,20.08.2022,27.05.2022,14.12.2022,Восточный административный округ,район Восточное Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточное Измайлово, Средняя Первомайская улица, дом 36",19314
394606,2022,ремонт внутридомовых инженерных систем горячего водоснабжения (стояки),,,21.04.2022,20.08.2022,27.05.2022,13.12.2022,Восточный административный округ,район Восточное Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточное Измайлово, Средняя Первомайская улица, дом 36",19314
394608,2022,ремонт внутридомовых инженерных систем теплоснабжения (стояки),,,21.04.2022,20.08.2022,07.06.2022,14.12.2022,Восточный административный округ,район Восточное Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточное Измайлово, Средняя Первомайская улица, дом 36",19314
394609,2022,"ремонт подвальных помещений, относящихся к общему имуществу в многоквартирном доме",,,21.05.2022,30.09.2022,17.05.2022,13.12.2022,Восточный административный округ,район Восточное Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточное Измайлово, Средняя Первомайская улица, дом 36",19314
394610,2022,ремонт внутридомовых инженерных систем электроснабжения,,,01.02.2022,31.05.2022,28.03.2022,08.12.2022,Восточный административный округ,район Восточное Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточное Измайлово, Средняя Первомайская улица, дом 36",19314
394611,2022,ремонт внутридомовых инженерных систем холодного водоснабжения (разводящие магистрали),,,01.02.2022,31.05.2022,01.02.2022,08.07.2022,Восточный административный округ,район Восточное Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточное Измайлово, Средняя Первомайская улица, дом 36",19314
394612,2022,ремонт внутридомовых инженерных систем горячего водоснабжения (разводящие магистрали),,,01.02.2022,31.05.2022,04.02.2022,08.07.2022,Восточный административный округ,район Восточное Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточное Измайлово, Средняя Первомайская улица, дом 36",19314
394613,2022,ремонт внутридомовых инженерных систем водоотведения (канализации) (выпуски и сборные трубопроводы),,,01.02.2022,31.05.2022,11.02.2022,08.07.2022,Восточный административный округ,район Восточное Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточное Измайлово, Средняя Первомайская улица, дом 36",19314
348986,2022,ремонт внутридомовых инженерных систем теплоснабжения (разводящие магистрали),,,21.04.2022,10.07.2022,26.04.2022,04.07.2022,Восточный административный округ,район Соколиная Гора,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Соколиная Гора, улица Ибрагимова, дом 16",8542
348984,2022,ремонт внутридомовых инженерных систем холодного водоснабжения (разводящие магистрали),,,21.03.2022,20.07.2022,24.02.2022,23.06.2022,Восточный административный округ,район Соколиная Гора,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Соколиная Гора, улица Ибрагимова, дом 16",8542
348985,2022,ремонт внутридомовых инженерных систем горячего водоснабжения (разводящие магистрали),,,21.03.2022,20.07.2022,24.02.2022,23.06.2022,Восточный административный округ,район Соколиная Гора,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Соколиная Гора, улица Ибрагимова, дом 16",8542
348983,2022,"ремонт подвальных помещений, относящихся к общему имуществу в многоквартирном доме",,,21.05.2022,30.09.2022,06.06.2022,19.10.2022,Восточный административный округ,район Соколиная Гора,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Соколиная Гора, улица Ибрагимова, дом 16",8542
430816,2022,ремонт внутридомовых инженерных систем водоотведения (канализации) (выпуски и сборные трубопроводы),,,21.03.2022,20.07.2022,16.03.2022,23.06.2022,Восточный административный округ,район Соколиная Гора,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Соколиная Гора, улица Ибрагимова, дом 16",8542
351054,2022,замена лифтового оборудования,1.0,1,15.07.2022,02.09.2022,16.02.2022,18.07.2022,Восточный административный округ,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Измайловский проспект, дом 77, корпус 2",8700
430493,2022,замена лифтового оборудования,1.0,1,30.09.2022,14.10.2022,30.09.2022,24.11.2022,Восточный административный округ,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Измайловский проспект, дом 77, корпус 2",8700
368044,2022,"ремонт подвальных помещений, относящихся к общему имуществу в многоквартирном доме",,,21.05.2022,30.09.2022,30.03.2022,12.08.2022,Восточный административный округ,район Новогиреево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Союзный проспект, дом 4",24412
368042,2022,ремонт внутридомовых инженерных систем теплоснабжения (разводящие магистрали),,,21.04.2022,10.07.2022,22.03.2022,12.08.2022,Восточный административный округ,район Новогиреево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Союзный проспект, дом 4",24412
368043,2022,ремонт внутридомовых инженерных систем холодного водоснабжения (разводящие магистрали),,,21.04.2022,10.08.2022,07.02.2022,12.08.2022,Восточный административный округ,район Новогиреево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Союзный проспект, дом 4",24412
368041,2022,ремонт внутридомовых инженерных систем водоотведения (канализации) (выпуски и сборные трубопроводы),,,21.04.2022,10.08.2022,07.02.2022,12.08.2022,Восточный административный округ,район Новогиреево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Союзный проспект, дом 4",24412
342764,2022,"ремонт подъездов, направленный на восстановление их надлежащего состояния и проводимый при выполнении иных работ по капитальному ремонту общего имущества в многоквартирном доме",,,21.05.2022,31.10.2022,18.04.2022,02.12.2022,Восточный административный округ,район Перово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, Мартеновская улица, дом 5",13829
342763,2022,"ремонт подвальных помещений, относящихся к общему имуществу в многоквартирном доме",,,21.05.2022,30.09.2022,01.06.2022,23.11.2022,Восточный административный округ,район Перово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, Мартеновская улица, дом 5",13829
342762,2022,ремонт внутридомовых инженерных систем водоотведения (канализации) (выпуски и сборные трубопроводы),,,11.03.2022,10.07.2022,25.03.2022,01.09.2022,Восточный административный округ,район Перово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, Мартеновская улица, дом 5",13829
430705,2022,ремонт фасадов,,,01.04.2022,31.08.2022,28.04.2022,30.11.2022,Восточный административный округ,район Перово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, Мартеновская улица, дом 5",13829
430703,2022,ремонт внутридомовых инженерных систем холодного водоснабжения (разводящие магистрали),,,11.03.2022,10.07.2022,25.03.2022,01.09.2022,Восточный административный округ,район Перово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, Мартеновская улица, дом 5",13829
430704,2022,ремонт крыши,,,11.05.2022,31.08.2022,29.04.2022,24.11.2022,Восточный административный округ,район Перово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, Мартеновская улица, дом 5",13829
342815,2022,ремонт крыши,,,11.05.2022,31.08.2022,17.05.2022,23.09.2022,Восточный административный округ,район Сокольники,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокольники, 4-я Сокольническая улица, дом 3",24227
342812,2022,ремонт внутридомовых инженерных систем холодного водоснабжения (стояки),,,21.04.2022,20.08.2022,11.04.2022,01.06.2022,Восточный административный округ,район Сокольники,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокольники, 4-я Сокольническая улица, дом 3",24227
342813,2022,ремонт внутридомовых инженерных систем горячего водоснабжения (стояки),,,21.04.2022,20.08.2022,11.04.2022,01.06.2022,Восточный административный округ,район Сокольники,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокольники, 4-я Сокольническая улица, дом 3",24227
342817,2022,ремонт фасадов,,,01.04.2022,31.08.2022,11.04.2022,14.10.2022,Восточный административный округ,район Сокольники,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокольники, 4-я Сокольническая улица, дом 3",24227
342816,2022,"ремонт подвальных помещений, относящихся к общему имуществу в многоквартирном доме",,,21.05.2022,30.09.2022,01.03.2022,28.09.2022,Восточный административный округ,район Сокольники,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокольники, 4-я Сокольническая улица, дом 3",24227
342814,2022,ремонт внутридомовых инженерных систем теплоснабжения (разводящие магистрали),,,21.04.2022,10.07.2022,24.01.2022,04.05.2022,Восточный административный округ,район Сокольники,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокольники, 4-я Сокольническая улица, дом 3",24227
430711,2022,ремонт внутридомовых инженерных систем холодного водоснабжения (разводящие магистрали),,,01.03.2022,30.06.2022,10.01.2022,04.05.2022,Восточный административный округ,район Сокольники,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокольники, 4-я Сокольническая улица, дом 3",24227
430710,2022,ремонт внутридомовых инженерных систем горячего водоснабжения (разводящие магистрали),,,01.03.2022,30.06.2022,10.01.2022,04.05.2022,Восточный административный округ,район Сокольники,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокольники, 4-я Сокольническая улица, дом 3",24227
342844,2022,ремонт внутридомовых инженерных систем холодного водоснабжения (разводящие магистрали),,,11.03.2022,10.07.2022,19.01.2022,24.06.2022,Восточный административный округ,район Перово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, Кусковская улица, дом 1",12323
342849,2022,"ремонт подвальных помещений, относящихся к общему имуществу в многоквартирном доме",,,21.05.2022,30.09.2022,03.05.2022,24.06.2022,Восточный административный округ,район Перово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, Кусковская улица, дом 1",12323
342846,2022,ремонт внутридомовых инженерных систем горячего водоснабжения (разводящие магистрали),,,11.03.2022,10.07.2022,19.01.2022,24.06.2022,Восточный административный округ,район Перово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, Кусковская улица, дом 1",12323
342848,2022,ремонт внутридомовых инженерных систем теплоснабжения (разводящие магистрали),,,21.04.2022,10.07.2022,04.05.2022,28.06.2022,Восточный административный округ,район Перово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, Кусковская улица, дом 1",12323
394851,2022,ремонт мусоропровода,,,11.03.2022,10.07.2022,19.01.2022,24.06.2022,Восточный административный округ,район Перово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, Кусковская улица, дом 1",12323
394849,2022,ремонт внутридомовых инженерных систем водоотведения (канализации) (выпуски и сборные трубопроводы),,,11.03.2022,10.07.2022,19.01.2022,24.06.2022,Восточный административный округ,район Перово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, Кусковская улица, дом 1",12323
342850,2022,ремонт внутридомовых инженерных систем холодного водоснабжения (разводящие магистрали),,,21.03.2022,20.07.2022,21.03.2022,25.07.2022,Восточный административный округ,район Ивановское,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ивановское, Малый Купавенский проезд, дом 5, корпус 1",12182
342854,2022,"ремонт подвальных помещений, относящихся к общему имуществу в многоквартирном доме",,,21.05.2022,30.09.2022,06.06.2022,15.09.2022,Восточный административный округ,район Ивановское,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ивановское, Малый Купавенский проезд, дом 5, корпус 1",12182
342852,2022,ремонт фасадов,,,01.04.2022,30.09.2022,27.04.2022,22.11.2022,Восточный административный округ,район Ивановское,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ивановское, Малый Купавенский проезд, дом 5, корпус 1",12182
342851,2022,ремонт внутридомовых инженерных систем горячего водоснабжения (разводящие магистрали),,,21.03.2022,20.07.2022,21.03.2022,25.07.2022,Восточный административный округ,район Ивановское,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ивановское, Малый Купавенский проезд, дом 5, корпус 1",12182
430715,2022,ремонт внутридомовых инженерных систем теплоснабжения (разводящие магистрали),,,21.04.2022,10.07.2022,19.04.2022,16.08.2022,Восточный административный округ,район Ивановское,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ивановское, Малый Купавенский проезд, дом 5, корпус 1",12182
430714,2022,ремонт внутридомовых инженерных систем водоотведения (канализации) (выпуски и сборные трубопроводы),,,21.03.2022,20.07.2022,21.03.2022,11.08.2022,Восточный административный округ,район Ивановское,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ивановское, Малый Купавенский проезд, дом 5, корпус 1",12182
369829,2022,ремонт крыши,,,11.05.2022,31.08.2022,01.07.2022,03.10.2022,Восточный административный округ,район Новогиреево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Перовская улица, дом 49/53",19486
369830,2022,ремонт внутридомовых инженерных систем водоотведения (канализации) (выпуски и сборные трубопроводы),,,21.04.2022,10.08.2022,16.02.2022,15.07.2022,Восточный административный округ,район Новогиреево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Перовская улица, дом 49/53",19486
369835,2022,ремонт фасадов,,,21.04.2022,20.09.2022,21.05.2022,29.08.2022,Восточный административный округ,район Новогиреево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Перовская улица, дом 49/53",19486
369832,2022,ремонт внутридомовых инженерных систем холодного водоснабжения (разводящие магистрали),,,21.04.2022,10.08.2022,16.02.2022,15.07.2022,Восточный административный округ,район Новогиреево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Перовская улица, дом 49/53",19486
369834,2022,"ремонт подвальных помещений, относящихся к общему имуществу в многоквартирном доме",,,21.05.2022,30.09.2022,22.03.2022,29.08.2022,Восточный административный округ,район Новогиреево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Перовская улица, дом 49/53",19486
369831,2022,ремонт внутридомовых инженерных систем теплоснабжения (разводящие магистрали),,,21.04.2022,10.07.2022,30.03.2022,15.07.2022,Восточный административный округ,район Новогиреево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Перовская улица, дом 49/53",19486
342977,2022,ремонт фасадов,,,01.04.2022,31.08.2022,21.04.2022,13.12.2022,Восточный административный округ,район Ивановское,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ивановское, Челябинская улица, дом 4, корпус 2",28394
342978,2022,"ремонт подвальных помещений, относящихся к общему имуществу в многоквартирном доме",,,21.05.2022,30.09.2022,26.05.2022,14.09.2022,Восточный административный округ,район Ивановское,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ивановское, Челябинская улица, дом 4, корпус 2",28394
342976,2022,ремонт внутридомовых инженерных систем горячего водоснабжения (разводящие магистрали),,,11.03.2022,10.07.2022,23.03.2022,05.09.2022,Восточный административный округ,район Ивановское,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ивановское, Челябинская улица, дом 4, корпус 2",28394
342975,2022,ремонт внутридомовых инженерных систем холодного водоснабжения (разводящие магистрали),,,11.03.2022,10.07.2022,23.03.2022,05.09.2022,Восточный административный округ,район Ивановское,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ивановское, Челябинская улица, дом 4, корпус 2",28394
430730,2022,ремонт внутридомовых инженерных систем теплоснабжения (разводящие магистрали),,,21.04.2022,10.07.2022,17.05.2022,06.09.2022,Восточный административный округ,район Ивановское,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ивановское, Челябинская улица, дом 4, корпус 2",28394
430729,2022,ремонт внутридомовых инженерных систем водоотведения (канализации) (выпуски и сборные трубопроводы),,,11.03.2022,10.07.2022,23.03.2022,05.09.2022,Восточный административный округ,район Ивановское,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ивановское, Челябинская улица, дом 4, корпус 2",28394
343424,2022,"ремонт подвальных помещений, относящихся к общему имуществу в многоквартирном доме",,,21.05.2022,30.09.2022,04.05.2022,30.11.2022,Восточный административный округ,район Новогиреево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Утренняя улица, дом 22, корпус 2",26960
343423,2022,ремонт фасадов,,,01.04.2022,31.08.2022,06.05.2022,08.12.2022,Восточный административный округ,район Новогиреево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Утренняя улица, дом 22, корпус 2",26960
370614,2022,ремонт внутридомовых инженерных систем водоотведения (канализации) (выпуски и сборные трубопроводы),,,21.03.2022,20.07.2022,06.04.2022,30.11.2022,Восточный административный округ,район Новогиреево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Утренняя улица, дом 22, корпус 2",26960
370615,2022,ремонт внутридомовых инженерных систем горячего водоснабжения (разводящие магистрали),,,21.03.2022,20.07.2022,29.03.2022,10.11.2022,Восточный административный округ,район Новогиреево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Утренняя улица, дом 22, корпус 2",26960
370619,2022,ремонт крыши,,,11.05.2022,31.08.2022,06.05.2022,30.11.2022,Восточный административный округ,район Новогиреево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Утренняя улица, дом 22, корпус 2",26960
370617,2022,ремонт внутридомовых инженерных систем холодного водоснабжения (разводящие магистрали),,,21.03.2022,20.07.2022,29.03.2022,15.11.2022,Восточный административный округ,район Новогиреево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Утренняя улица, дом 22, корпус 2",26960
370618,2022,ремонт мусоропровода,,,21.03.2022,20.07.2022,01.04.2022,10.11.2022,Восточный административный округ,район Новогиреево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Утренняя улица, дом 22, корпус 2",26960
370616,2022,ремонт внутридомовых инженерных систем теплоснабжения (разводящие магистрали),,,21.04.2022,10.07.2022,28.04.2022,17.11.2022,Восточный административный округ,район Новогиреево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Утренняя улица, дом 22, корпус 2",26960
343425,2022,ремонт фасадов,,,01.04.2022,31.08.2022,26.04.2022,08.11.2022,Восточный административный округ,район Новогиреево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Федеративный проспект, дом 46, корпус 2",27124
368521,2022,ремонт крыши,,,11.05.2022,31.08.2022,02.06.2022,23.09.2022,Восточный административный округ,район Новогиреево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Федеративный проспект, дом 46, корпус 2",27124
343499,2022,ремонт внутридомовых инженерных систем холодного водоснабжения (стояки),,,21.04.2022,20.08.2022,11.05.2022,23.12.2022,Восточный административный округ,район Вешняки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, улица Старый Гай, дом 2, корпус 2",24755
343503,2022,ремонт крыши,,,11.05.2022,31.08.2022,11.05.2022,12.12.2022,Восточный административный округ,район Вешняки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, улица Старый Гай, дом 2, корпус 2",24755
343502,2022,ремонт фасадов,,,01.04.2022,30.09.2022,11.04.2022,19.12.2022,Восточный административный округ,район Вешняки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, улица Старый Гай, дом 2, корпус 2",24755
343500,2022,ремонт внутридомовых инженерных систем горячего водоснабжения (стояки),,,21.04.2022,20.08.2022,11.05.2022,23.12.2022,Восточный административный округ,район Вешняки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, улица Старый Гай, дом 2, корпус 2",24755
343694,2022,"ремонт подвальных помещений, относящихся к общему имуществу в многоквартирном доме",,,21.05.2022,30.09.2022,24.01.2022,08.07.2022,Восточный административный округ,район Вешняки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, Снайперская улица, дом 6, корпус 3",24037
343693,2022,ремонт фасадов,,,01.04.2022,30.09.2022,11.04.2022,21.10.2022,Восточный административный округ,район Вешняки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, Снайперская улица, дом 6, корпус 3",24037
430790,2022,ремонт крыши,,,11.05.2022,31.08.2022,11.05.2022,29.09.2022,Восточный административный округ,район Вешняки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, Снайперская улица, дом 6, корпус 3",24037
430787,2022,ремонт внутридомовых инженерных систем горячего водоснабжения (разводящие магистрали),,,21.02.2022,20.06.2022,24.01.2022,18.04.2022,Восточный административный округ,район Вешняки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, Снайперская улица, дом 6, корпус 3",24037
430788,2022,ремонт внутридомовых инженерных систем теплоснабжения (разводящие магистрали),,,21.04.2022,10.07.2022,18.04.2022,18.07.2022,Восточный административный округ,район Вешняки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, Снайперская улица, дом 6, корпус 3",24037
