global_id,PERIOD,WORK_NAME,NUM_ENTRANCE,ElevatorNumber,PLAN_DATE_START,PLAN_DATE_END,FACT_DATE_START,FACT_DATE_END,AdmArea,District,Address,UNOM
430881,2022,ремонт внутридомовых инженерных систем теплоснабжения (разводящие магистрали),,,21.04.2022,10.07.2022,20.05.2022,20.07.2022,Восточный административный округ,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, 3-я Парковая улица, дом 27",18518
349420,2022,замена лифтового оборудования,5.0,5,15.07.2022,28.08.2022,17.02.2022,06.06.2022,Восточный административный округ,район Преображенское,"город Москва, Знаменская улица, дом 19",8464
349419,2022,замена лифтового оборудования,4.0,4,15.07.2022,28.08.2022,17.02.2022,06.06.2022,Восточный административный округ,район Преображенское,"город Москва, Знаменская улица, дом 19",8464
349424,2022,"ремонт подъездов, направленный на восстановление их надлежащего состояния и проводимый при выполнении иных работ по капитальному ремонту общего имущества в многоквартирном доме",,,21.05.2022,31.10.2022,07.05.2022,10.10.2022,Восточный административный округ,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, 3-я Парковая улица, дом 39, корпус 1",18531
434275,2022,"ремонт подвальных помещений, относящихся к общему имуществу в многоквартирном доме",,,21.05.2022,30.09.2022,25.04.2022,28.07.2022,Восточный административный округ,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, 3-я Парковая улица, дом 39, корпус 1",18531
434274,2022,ремонт внутридомовых инженерных систем электроснабжения,,,01.04.2022,20.07.2022,24.02.2022,29.07.2022,Восточный административный округ,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, 3-я Парковая улица, дом 39, корпус 1",18531
349433,2022,замена лифтового оборудования,1.0,1а,26.01.2022,16.03.2022,26.01.2022,16.05.2022,Восточный административный округ,район Перово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, 2-я Владимирская улица, дом 46, корпус 3",4087
349435,2022,замена лифтового оборудования,5.0,5,22.07.2022,04.09.2022,20.06.2022,25.08.2022,Восточный административный округ,район Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Первомайская улица, дом 61/8",19188
394646,2022,ремонт внутреннего водостока,,,01.12.2022,31.12.2022,26.09.2022,25.11.2022,Восточный административный округ,район Ивановское,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ивановское, улица Молостовых, дом 13, корпус 4",15118
348995,2022,ремонт крыши,,,11.05.2022,31.08.2022,12.05.2022,29.09.2022,Восточный административный округ,район Вешняки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, улица Старый Гай, дом 1, корпус 1",24749
348991,2022,ремонт внутридомовых инженерных систем холодного водоснабжения (стояки),,,21.04.2022,20.08.2022,18.04.2022,17.10.2022,Восточный административный округ,район Вешняки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, улица Старый Гай, дом 1, корпус 1",24749
348992,2022,ремонт внутридомовых инженерных систем горячего водоснабжения (стояки),,,21.04.2022,20.08.2022,18.04.2022,17.10.2022,Восточный административный округ,район Вешняки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, улица Старый Гай, дом 1, корпус 1",24749
348994,2022,"ремонт подвальных помещений, относящихся к общему имуществу в многоквартирном доме",,,21.05.2022,30.09.2022,24.01.2022,08.07.2022,Восточный административный округ,район Вешняки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, улица Старый Гай, дом 1, корпус 1",24749
348990,2022,ремонт фасадов,,,01.04.2022,30.09.2022,11.04.2022,25.10.2022,Восточный административный округ,район Вешняки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, улица Старый Гай, дом 1, корпус 1",24749
429138,2022,ремонт внутридомовых инженерных систем теплоснабжения (разводящие магистрали),,,21.04.2022,10.07.2022,08.04.2022,18.07.2022,Восточный административный округ,район Вешняки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, улица Старый Гай, дом 1, корпус 1",24749
429135,2022,ремонт внутридомовых инженерных систем холодного водоснабжения (разводящие магистрали),,,21.02.2022,20.06.2022,24.01.2022,18.04.2022,Восточный административный округ,район Вешняки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, улица Старый Гай, дом 1, корпус 1",24749
429136,2022,ремонт внутридомовых инженерных систем горячего водоснабжения (разводящие магистрали),,,21.02.2022,20.06.2022,24.01.2022,18.04.2022,Восточный административный округ,район Вешняки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, улица Старый Гай, дом 1, корпус 1",24749
350938,2022,замена лифтового оборудования,1.0,1,21.07.2022,08.09.2022,21.06.2022,26.08.2022,Восточный административный округ,район Восточное Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточное Измайлово, 15-я Парковая улица, дом 1/123, корпус 2",18892
358221,2022,ремонт крыши,,,21.04.2022,30.09.2022,16.05.2022,22.11.2022,Восточный административный округ,район Восточное Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточное Измайлово, 15-я Парковая улица, дом 23",18904
358220,2022,ремонт фасадов,,,21.04.2022,30.09.2022,16.05.2022,22.11.2022,Восточный административный округ,район Восточное Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточное Измайлово, 15-я Парковая улица, дом 23",18904
349444,2022,замена лифтового оборудования,1.0,1,18.07.2022,31.08.2022,10.02.2022,13.05.2022,Восточный административный округ,район Ивановское,"город Москва, улица Молостовых, дом 13, корпус 2",15116
349447,2022,замена лифтового оборудования,3.0,3,18.07.2022,31.08.2022,10.02.2022,13.05.2022,Восточный административный округ,район Ивановское,"город Москва, улица Молостовых, дом 13, корпус 2",15116
349446,2022,замена лифтового оборудования,2.0,2,18.07.2022,31.08.2022,10.02.2022,13.05.2022,Восточный административный округ,район Ивановское,"город Москва, улица Молостовых, дом 13, корпус 2",15116
349445,2022,замена лифтового оборудования,4.0,4,18.07.2022,31.08.2022,10.02.2022,13.05.2022,Восточный административный округ,район Ивановское,"город Москва, улица Молостовых, дом 13, корпус 2",15116
349489,2022,замена лифтового оборудования,6.0,6,27.07.2022,09.09.2022,10.01.2022,15.03.2022,Восточный административный округ,район Соколиная Гора,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Соколиная Гора, 8-я улица Соколиной Горы, дом 8, корпус 1",24172
349490,2022,замена лифтового оборудования,5.0,5,27.07.2022,09.09.2022,10.01.2022,15.03.2022,Восточный административный округ,район Соколиная Гора,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Соколиная Гора, 8-я улица Соколиной Горы, дом 8, корпус 1",24172
349494,2022,замена лифтового оборудования,3.0,3,27.07.2022,09.09.2022,10.01.2022,15.03.2022,Восточный административный округ,район Соколиная Гора,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Соколиная Гора, 8-я улица Соколиной Горы, дом 8, корпус 1",24172
349492,2022,замена лифтового оборудования,4.0,4,27.07.2022,09.09.2022,10.01.2022,15.03.2022,Восточный административный округ,район Соколиная Гора,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Соколиная Гора, 8-я улица Соколиной Горы, дом 8, корпус 1",24172
349493,2022,замена лифтового оборудования,1.0,1,27.07.2022,09.09.2022,10.01.2022,15.03.2022,Восточный административный округ,район Соколиная Гора,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Соколиная Гора, 8-я улица Соколиной Горы, дом 8, корпус 1",24172
349491,2022,замена лифтового оборудования,2.0,2,27.07.2022,09.09.2022,10.01.2022,15.03.2022,Восточный административный округ,район Соколиная Гора,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Соколиная Гора, 8-я улица Соколиной Горы, дом 8, корпус 1",24172
349503,2022,замена лифтового оборудования,1.0,1,07.06.2022,26.07.2022,20.07.2022,06.10.2022,Восточный административный округ,район Перово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, улица Плеханова, дом 25, корпус 5",19991
349502,2022,замена лифтового оборудования,1.0,1а,25.03.2022,13.05.2022,25.03.2022,11.08.2022,Восточный административный округ,район Перово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, улица Плеханова, дом 25, корпус 5",19991
349512,2022,замена лифтового оборудования,3.0,3,15.07.2022,28.08.2022,01.06.2022,14.10.2022,Восточный административный округ,район Богородское,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Богородское, 3-я Гражданская улица, дом 6",5920
349511,2022,замена лифтового оборудования,4.0,4,15.07.2022,28.08.2022,01.06.2022,14.10.2022,Восточный административный округ,район Богородское,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Богородское, 3-я Гражданская улица, дом 6",5920
349516,2022,замена лифтового оборудования,6.0,6,29.06.2022,12.08.2022,29.06.2022,31.10.2022,Восточный административный округ,район Гольяново,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Уральская улица, дом 12/21",26823
349517,2022,замена лифтового оборудования,4.0,4,29.06.2022,12.08.2022,29.06.2022,31.10.2022,Восточный административный округ,район Гольяново,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Уральская улица, дом 12/21",26823
349521,2022,замена лифтового оборудования,1.0,1,29.06.2022,12.08.2022,29.06.2022,31.10.2022,Восточный административный округ,район Гольяново,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Уральская улица, дом 12/21",26823
349519,2022,замена лифтового оборудования,2.0,2,29.06.2022,12.08.2022,29.06.2022,31.10.2022,Восточный административный округ,район Гольяново,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Уральская улица, дом 12/21",26823
349520,2022,замена лифтового оборудования,5.0,5,29.06.2022,12.08.2022,29.06.2022,31.10.2022,Восточный административный округ,район Гольяново,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Уральская улица, дом 12/21",26823
349518,2022,замена лифтового оборудования,3.0,3,29.06.2022,12.08.2022,29.06.2022,31.10.2022,Восточный административный округ,район Гольяново,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Уральская улица, дом 12/21",26823
349569,2022,замена лифтового оборудования,9.0,9,19.07.2022,01.09.2022,17.01.2022,04.04.2022,Восточный административный округ,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, улица Николая Старостина, дом 7",80036
349570,2022,замена лифтового оборудования,6.0,6,19.07.2022,01.09.2022,17.01.2022,04.04.2022,Восточный административный округ,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, улица Николая Старостина, дом 7",80036
349571,2022,замена лифтового оборудования,4.0,4,19.07.2022,01.09.2022,17.01.2022,04.04.2022,Восточный административный округ,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, улица Николая Старостина, дом 7",80036
349573,2022,замена лифтового оборудования,1.0,1,19.07.2022,01.09.2022,17.01.2022,04.04.2022,Восточный административный округ,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, улица Николая Старостина, дом 7",80036
349574,2022,замена лифтового оборудования,5.0,5,19.07.2022,01.09.2022,17.01.2022,04.04.2022,Восточный административный округ,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, улица Николая Старостина, дом 7",80036
349575,2022,замена лифтового оборудования,2.0,2,19.07.2022,01.09.2022,17.01.2022,04.04.2022,Восточный административный округ,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, улица Николая Старостина, дом 7",80036
349576,2022,замена лифтового оборудования,8.0,8,19.07.2022,01.09.2022,17.01.2022,04.04.2022,Восточный административный округ,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, улица Николая Старостина, дом 7",80036
349572,2022,замена лифтового оборудования,3.0,3,19.07.2022,01.09.2022,17.01.2022,04.04.2022,Восточный административный округ,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, улица Николая Старостина, дом 7",80036
349580,2022,замена лифтового оборудования,2.0,2,24.06.2022,07.08.2022,24.06.2022,21.10.2022,Восточный административный округ,район Новокосино,"город Москва, Салтыковская улица, дом 7, корпус 3",82006
349579,2022,замена лифтового оборудования,3.0,3,24.06.2022,07.08.2022,24.06.2022,21.10.2022,Восточный административный округ,район Новокосино,"город Москва, Салтыковская улица, дом 7, корпус 3",82006
349578,2022,замена лифтового оборудования,1.0,1,24.06.2022,07.08.2022,24.06.2022,21.10.2022,Восточный административный округ,район Новокосино,"город Москва, Салтыковская улица, дом 7, корпус 3",82006
349597,2022,замена лифтового оборудования,1.0,1,26.01.2022,16.03.2022,21.02.2022,16.05.2022,Восточный административный округ,район Перово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, 2-я Владимирская улица, дом 52, корпус 1",4091
349614,2022,замена лифтового оборудования,2.0,2а,17.03.2022,05.05.2022,17.03.2022,21.06.2022,Восточный административный округ,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 10, корпус 2",82008
349612,2022,замена лифтового оборудования,3.0,3б,30.05.2022,18.07.2022,15.06.2022,13.09.2022,Восточный административный округ,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 10, корпус 2",82008
349613,2022,замена лифтового оборудования,3.0,3а,17.03.2022,05.05.2022,17.03.2022,21.06.2022,Восточный административный округ,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 10, корпус 2",82008
349617,2022,замена лифтового оборудования,2.0,2б,30.05.2022,18.07.2022,15.06.2022,13.09.2022,Восточный административный округ,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 10, корпус 2",82008
349615,2022,замена лифтового оборудования,1.0,1б,30.05.2022,18.07.2022,15.06.2022,13.09.2022,Восточный административный округ,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 10, корпус 2",82008
349616,2022,замена лифтового оборудования,1.0,1а,17.03.2022,05.05.2022,17.03.2022,21.06.2022,Восточный административный округ,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 10, корпус 2",82008
349618,2022,замена лифтового оборудования,1.0,1а,21.03.2022,09.05.2022,21.03.2022,25.07.2022,Восточный административный округ,район Новокосино,"город Москва, Новокосинская улица, дом 8, корпус 2",82013
349619,2022,замена лифтового оборудования,2.0,2б,03.06.2022,22.07.2022,14.07.2022,20.09.2022,Восточный административный округ,район Новокосино,"город Москва, Новокосинская улица, дом 8, корпус 2",82013
349623,2022,замена лифтового оборудования,3.0,3а,21.03.2022,09.05.2022,21.03.2022,25.07.2022,Восточный административный округ,район Новокосино,"город Москва, Новокосинская улица, дом 8, корпус 2",82013
349621,2022,замена лифтового оборудования,1.0,1б,03.06.2022,22.07.2022,14.07.2022,20.09.2022,Восточный административный округ,район Новокосино,"город Москва, Новокосинская улица, дом 8, корпус 2",82013
349622,2022,замена лифтового оборудования,2.0,2а,21.03.2022,09.05.2022,21.03.2022,25.07.2022,Восточный административный округ,район Новокосино,"город Москва, Новокосинская улица, дом 8, корпус 2",82013
349620,2022,замена лифтового оборудования,3.0,3б,03.06.2022,22.07.2022,14.07.2022,20.09.2022,Восточный административный округ,район Новокосино,"город Москва, Новокосинская улица, дом 8, корпус 2",82013
349722,2022,замена лифтового оборудования,1.0,1а,17.03.2022,10.05.2022,17.03.2022,22.06.2022,Восточный административный округ,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 11, корпус 1",82028
349723,2022,замена лифтового оборудования,4.0,4а,17.03.2022,10.05.2022,17.03.2022,22.06.2022,Восточный административный округ,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 11, корпус 1",82028
349724,2022,замена лифтового оборудования,5.0,5б,04.06.2022,28.07.2022,15.06.2022,11.11.2022,Восточный административный округ,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 11, корпус 1",82028
349725,2022,замена лифтового оборудования,1.0,1б,04.06.2022,28.07.2022,15.06.2022,11.11.2022,Восточный административный округ,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 11, корпус 1",82028
349731,2022,замена лифтового оборудования,3.0,3б,04.06.2022,28.07.2022,15.06.2022,11.11.2022,Восточный административный округ,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 11, корпус 1",82028
349727,2022,замена лифтового оборудования,2.0,2а,17.03.2022,10.05.2022,17.03.2022,22.06.2022,Восточный административный округ,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 11, корпус 1",82028
349728,2022,замена лифтового оборудования,5.0,5а,17.03.2022,10.05.2022,17.03.2022,22.06.2022,Восточный административный округ,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 11, корпус 1",82028
349729,2022,замена лифтового оборудования,4.0,4б,04.06.2022,28.07.2022,15.06.2022,11.11.2022,Восточный административный округ,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 11, корпус 1",82028
349730,2022,замена лифтового оборудования,2.0,2б,04.06.2022,28.07.2022,15.06.2022,11.11.2022,Восточный административный округ,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 11, корпус 1",82028
349726,2022,замена лифтового оборудования,3.0,3а,17.03.2022,10.05.2022,17.03.2022,22.06.2022,Восточный административный округ,район Новокосино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Новокосинская улица, дом 11, корпус 1",82028
349831,2022,замена лифтового оборудования,2.0,2,27.07.2022,09.09.2022,10.01.2022,15.03.2022,Восточный административный округ,район Соколиная Гора,"город Москва, 5-я улица Соколиной Горы, дом 27, корпус 1",24135
385144,2022,ремонт крыши,,,11.05.2022,30.09.2022,06.06.2022,16.12.2022,Восточный административный округ,район Гольяново,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Алтайская улица, дом 32",388
385145,2022,ремонт фасадов,,,01.04.2022,30.09.2022,29.04.2022,12.12.2022,Восточный административный округ,район Гольяново,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Алтайская улица, дом 32",388
369811,2022,ремонт внутридомовых инженерных систем газоснабжения,,,21.05.2022,30.09.2022,05.07.2022,03.10.2022,Восточный административный округ,район Гольяново,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Байкальская улица, дом 46, корпус 1",1262
369808,2022,ремонт внутридомовых инженерных систем электроснабжения,,,11.05.2022,10.09.2022,13.04.2022,01.08.2022,Восточный административный округ,район Гольяново,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Байкальская улица, дом 46, корпус 1",1262
369809,2022,ремонт крыши,,,01.06.2022,20.09.2022,06.06.2022,19.09.2022,Восточный административный округ,район Гольяново,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Байкальская улица, дом 46, корпус 1",1262
369810,2022,"ремонт подъездов, направленный на восстановление их надлежащего состояния и проводимый при выполнении иных работ по капитальному ремонту общего имущества в многоквартирном доме",,,11.06.2022,20.11.2022,17.06.2022,17.11.2022,Восточный административный округ,район Гольяново,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Байкальская улица, дом 46, корпус 1",1262
348800,2022,"ремонт подъездов, направленный на восстановление их надлежащего состояния и проводимый при выполнении иных работ по капитальному ремонту общего имущества в многоквартирном доме",,,21.05.2022,31.10.2022,16.05.2022,09.11.2022,Восточный административный округ,район Гольяново,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Байкальская улица, дом 48, корпус 1",1264
348799,2022,ремонт внутридомовых инженерных систем электроснабжения,,,21.02.2022,20.06.2022,04.02.2022,25.07.2022,Восточный административный округ,район Гольяново,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Байкальская улица, дом 48, корпус 1",1264
349057,2022,ремонт внутридомовых инженерных систем горячего водоснабжения (стояки),,,21.04.2022,20.08.2022,16.05.2022,20.10.2022,Восточный административный округ,район Гольяново,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Чусовская улица, дом 5",29209
369977,2022,ремонт внутридомовых инженерных систем газоснабжения,,,21.05.2022,30.09.2022,15.09.2022,29.11.2022,Восточный административный округ,район Гольяново,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Чусовская улица, дом 5",29209
348465,2022,замена лифтового оборудования,1.0,1а,23.03.2022,11.05.2022,23.03.2022,29.07.2022,Восточный административный округ,район Гольяново,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Щёлковское шоссе, дом 85, корпус 3",29963
348464,2022,замена лифтового оборудования,1.0,1,05.06.2022,24.07.2022,19.07.2022,30.11.2022,Восточный административный округ,район Гольяново,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Щёлковское шоссе, дом 85, корпус 3",29963
394534,2022,ремонт внутреннего водостока,,,11.12.2022,31.12.2022,15.09.2022,25.11.2022,Восточный административный округ,район Ивановское,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ивановское, Большой Купавенский проезд, дом 8",12177
350900,2022,замена лифтового оборудования,2.0,2,18.07.2022,31.08.2022,16.02.2022,13.05.2022,Восточный административный округ,район Ивановское,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ивановское, улица Молостовых, дом 15, корпус 2",15126
350899,2022,замена лифтового оборудования,1.0,1,18.07.2022,31.08.2022,16.02.2022,13.05.2022,Восточный административный округ,район Ивановское,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ивановское, улица Молостовых, дом 15, корпус 2",15126
431644,2022,ремонт внутреннего водостока,,,11.12.2022,31.12.2022,17.08.2022,08.12.2022,Восточный административный округ,район Ивановское,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ивановское, улица Молостовых, дом 4, корпус 1",15090
353107,2022,ремонт фасадов,,,01.05.2022,30.09.2022,29.04.2022,18.11.2022,Восточный административный округ,район Ивановское,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ивановское, улица Молостовых, дом 6, корпус 4",15098
432060,2022,ремонт фасадов,,,21.08.2022,20.12.2022,21.08.2022,15.12.2022,Восточный административный округ,район Ивановское,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ивановское, Саянская улица, дом 13, корпус 3",22773
368800,2022,ремонт внутридомовых инженерных систем теплоснабжения (разводящие магистрали),,,21.04.2022,10.07.2022,07.05.2022,28.06.2022,Восточный административный округ,район Богородское,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Богородское, Краснобогатырская улица, дом 19, корпус 2",11464
349033,2022,"ремонт подъездов, направленный на восстановление их надлежащего состояния и проводимый при выполнении иных работ по капитальному ремонту общего имущества в многоквартирном доме",,,21.05.2022,31.10.2022,28.03.2022,18.11.2022,Восточный административный округ,район Восточное Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточное Измайлово, 14-я Парковая улица, дом 3",18886
349032,2022,ремонт внутридомовых инженерных систем электроснабжения,,,21.02.2022,20.06.2022,28.03.2022,13.09.2022,Восточный административный округ,район Восточное Измайлово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточное Измайлово, 14-я Парковая улица, дом 3",18886
390341,2022,ремонт внутридомовых инженерных систем теплоснабжения (разводящие магистрали),,,21.04.2022,10.07.2022,22.03.2022,11.08.2022,Восточный административный округ,район Гольяново,"город Москва, Уральская улица, дом 23, корпус 4",26834
390338,2022,ремонт внутридомовых инженерных систем холодного водоснабжения (разводящие магистрали),,,01.02.2022,10.05.2022,01.02.2022,20.05.2022,Восточный административный округ,район Гольяново,"город Москва, Уральская улица, дом 23, корпус 4",26834
390339,2022,ремонт внутридомовых инженерных систем горячего водоснабжения (разводящие магистрали),,,01.02.2022,10.05.2022,01.02.2022,20.05.2022,Восточный административный округ,район Гольяново,"город Москва, Уральская улица, дом 23, корпус 4",26834
390340,2022,ремонт внутридомовых инженерных систем водоотведения (канализации) (выпуски и сборные трубопроводы),,,01.02.2022,10.05.2022,16.05.2022,04.07.2022,Восточный административный округ,район Гольяново,"город Москва, Уральская улица, дом 23, корпус 4",26834
